,Precentral_L,Precentral_R,Frontal_Sup_2_L,Frontal_Sup_2_R,Frontal_Mid_2_L,Frontal_Mid_2_R,Frontal_Inf_Oper_L,Frontal_Inf_Oper_R,Frontal_Inf_Tri_L,Frontal_Inf_Tri_R,Frontal_Inf_Orb_2_L,Frontal_Inf_Orb_2_R,Rolandic_Oper_L,Rolandic_Oper_R,Supp_Motor_Area_L,Supp_Motor_Area_R,Olfactory_L,Olfactory_R,Frontal_Sup_Medial_L,Frontal_Sup_Medial_R,Frontal_Med_Orb_L,Frontal_Med_Orb_R,Rectus_L,Rectus_R,OFCmed_L,OFCmed_R,OFCant_L,OFCant_R,OFCpost_L,OFCpost_R,OFClat_L,OFClat_R,Insula_L,Insula_R,Cingulate_Mid_L,Cingulate_Mid_R,Cingulate_Post_L,Cingulate_Post_R,Hippocampus_L,Hippocampus_R,ParaHippocampal_L,ParaHippocampal_R,Amygdala_L,Amygdala_R,Calcarine_L,Calcarine_R,Cuneus_L,Cuneus_R,Lingual_L,Lingual_R,Occipital_Sup_L,Occipital_Sup_R,Occipital_Mid_L,Occipital_Mid_R,Occipital_Inf_L,Occipital_Inf_R,Fusiform_L,Fusiform_R,Postcentral_L,Postcentral_R,Parietal_Sup_L,Parietal_Sup_R,Parietal_Inf_L,Parietal_Inf_R,SupraMarginal_L,SupraMarginal_R,Angular_L,Angular_R,Precuneus_L,Precuneus_R,Paracentral_Lobule_L,Paracentral_Lobule_R,Caudate_L,Caudate_R,Putamen_L,Putamen_R,Pallidum_L,Pallidum_R,Heschl_L,Heschl_R,Temporal_Sup_L,Temporal_Sup_R,Temporal_Pole_Sup_L,Temporal_Pole_Sup_R,Temporal_Mid_L,Temporal_Mid_R,Temporal_Pole_Mid_L,Temporal_Pole_Mid_R,Temporal_Inf_L,Temporal_Inf_R,Cerebellum_Crus1_L,Cerebellum_Crus1_R,Cerebellum_Crus2_L,Cerebellum_Crus2_R,Cerebellum_3_L,Cerebellum_3_R,Cerebellum_4_5_L,Cerebellum_4_5_R,Cerebellum_6_L,Cerebellum_6_R,Cerebellum_7b_L,Cerebellum_7b_R,Cerebellum_8_L,Cerebellum_8_R,Cerebellum_9_L,Cerebellum_9_R,Cerebellum_10_L,Cerebellum_10_R,Vermis_1_2,Vermis_3,Vermis_4_5,Vermis_6,Vermis_7,Vermis_8,Vermis_9,Vermis_10,Thal_AV_L,Thal_AV_R,Thal_LP_L,Thal_LP_R,Thal_VA_L,Thal_VA_R,Thal_VL_L,Thal_VL_R,Thal_VPL_L,Thal_VPL_R,Thal_IL_L,Thal_IL_R,Thal_Re_L,Thal_Re_R,Thal_MDm_L,Thal_MDm_R,Thal_MDl_L,Thal_MDl_R,Thal_LGN_L,Thal_LGN_R,Thal_MGN_L,Thal_MGN_R,Thal_PuI_L,Thal_PuI_R,Thal_PuM_L,Thal_PuM_R,Thal_PuA_L,Thal_PuA_R,Thal_PuL_L,Thal_PuL_R,ACC_sub_L,ACC_sub_R,ACC_pre_L,ACC_pre_R,ACC_sup_L,ACC_sup_R,N_Acc_L,N_Acc_R,VTA_L,VTA_R,SN_pc_L,SN_pc_R,SN_pr_L,SN_pr_R,Red_N_L,Red_N_R,LC_L,LC_R,Raphe_D,Raphe_M
Postcentral_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parietal_Sup_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parietal_Sup_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parietal_Inf_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parietal_Inf_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SupraMarginal_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SupraMarginal_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angular_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angular_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Precuneus_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Precuneus_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paracentral_Lobule_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paracentral_Lobule_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caudate_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caudate_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Putamen_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Putamen_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pallidum_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pallidum_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heschl_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heschl_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Temporal_Sup_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Temporal_Sup_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Temporal_Pole_Sup_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Temporal_Pole_Sup_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Temporal_Mid_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Temporal_Mid_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Temporal_Pole_Mid_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Temporal_Pole_Mid_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Temporal_Inf_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22848727872908892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.2500949960042838,-0.006983982624211887,-0.041094856616598834,0.0015356292191352186,,,0.050877674889074846,-0.02112424806642365,0.12420838594840528,0.02037829307763984,-0.0010081092410747338,-0.0024469019854998332,-0.01838929671558302,-0.02238246764879777,-0.021135528266409374,-0.10280502695807106,-0.001963886609808084,0.07105143545935257,,,0.09096260186552724,0.09242713781831596,0.097829505837066,0.06302610257667379,-0.01607239074998737,0.0022471970523364236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Temporal_Inf_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cerebellum_Crus1_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34204509934040356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2500949960042838,,1.0,0.20056200101649221,0.17469936569288683,0.1410266508685069,,,0.05648366724008253,-0.08199350630284369,0.24055448121566125,-0.020330430229686364,0.2263417865449866,-0.001184018348375326,0.08121594142420174,-0.215504684049967,-0.11280274826231383,-0.23190586858247184,-0.03379613743279905,-0.06604466076145037,,,0.050115611770810614,0.05997116136939454,-0.06091864775048712,0.0022767540418874147,-0.12517748799450426,-0.04111502793036516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cerebellum_Crus1_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1369983417368655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.006983982624211887,,0.20056200101649221,1.0,-0.0008830165917941098,0.358550349952996,,,0.08289054660886302,0.031093504977587737,0.1932012019794613,0.04748334317952064,0.119316051101073,0.11112457247309464,0.09136543327178136,-0.3602656878392232,-0.08714232233070325,-0.3810502382103093,-0.1253692978709157,-0.06261566855391218,,,0.06850754554760852,0.09583698178996752,-0.07308516598923952,0.0033187827160066925,-0.13434626719666207,0.06644170737073987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cerebellum_Crus2_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.017779557539102528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.041094856616598834,,0.17469936569288683,-0.0008830165917941098,1.0,-0.024868721780803377,,,0.03633902590067373,0.03480690901806226,0.009903949574292806,0.0444445588891676,0.4286110238422717,-0.05603649664207308,-0.06892080413919294,-0.02074270858643194,-0.07767516221957603,-0.006615300456719265,0.09341547129251053,0.027350541076927214,,,0.06536105897548451,-0.03425375930364714,-0.011841346724062772,-0.07934832474382071,-0.043435075944949726,0.040776063820901105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cerebellum_Crus2_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08779676102460884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0015356292191352186,,0.1410266508685069,0.358550349952996,-0.024868721780803377,1.0,,,0.040022456533588574,-0.08104785104646602,0.1299449393098113,-0.01146440711534185,0.056693819405313296,0.37021659106828,0.1091643068044344,-0.18538128631661704,-0.0096549620154312,-0.17222908777823354,-0.039599802353231704,-0.051751035190505126,,,-0.017294518695621822,0.017321713581722388,0.028581879379603315,0.0761136322902251,-0.12350615439273463,0.04074285521250702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cerebellum_3_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cerebellum_3_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cerebellum_4_5_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037623066317218526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050877674889074846,,0.05648366724008253,0.08289054660886302,0.03633902590067373,0.040022456533588574,,,1.0,0.08866115803533485,0.31378024679076905,0.015172845136473012,0.04958073377980437,0.06411980214964563,-0.05433399575109528,-0.048776755682050456,-0.05848798304124123,-0.07529099048662298,0.11780916347017341,-0.09178552498642094,,,0.042838790741207965,0.030433106230982197,-0.02662357842402069,-0.04364331578686993,0.016632504367432948,-0.013353958126782873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cerebellum_4_5_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1048571502691096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02112424806642365,,-0.08199350630284369,0.031093504977587737,0.03480690901806226,-0.08104785104646602,,,0.08866115803533485,1.0,0.11623184499568938,0.03685423444084328,0.035932119899466826,-0.007560223855376799,0.014397728930811047,-0.021209425684702406,0.010638251414311859,-0.07262775420411827,-0.07263640789963809,0.15535978149470311,,,0.06792608802293977,0.07496702584745994,0.013411071441446222,0.032837859915288516,0.021955807052627896,-0.002431573743145671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cerebellum_6_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3245509455497072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12420838594840528,,0.24055448121566125,0.1932012019794613,0.009903949574292806,0.1299449393098113,,,0.31378024679076905,0.11623184499568938,1.0,0.07353344224872559,0.0416113726503667,0.1081590584843666,0.10062316647685228,-0.22279145218508264,-0.03526079003206588,-0.18247348930206372,0.010001273458132332,-0.05594673139413533,,,-0.00021203371758187975,0.08927217234498921,-0.02594685446342612,-0.11947206456880746,-0.18305059414666647,-0.04192247177391904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cerebellum_6_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.058860039925528296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02037829307763984,,-0.020330430229686364,0.04748334317952064,0.0444445588891676,-0.01146440711534185,,,0.015172845136473012,0.03685423444084328,0.07353344224872559,1.0,0.018115250088624493,-0.005506788848399778,0.0009748950272546142,-0.01129564266275339,-0.08953077196201456,-0.02546455530580747,0.07775668877296693,0.03160841244346681,,,0.04298346975420854,-0.05172193495383585,0.12430184470471155,-0.10783173739333661,-0.01553037119173532,-0.05011644745301038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cerebellum_7b_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06160693785364599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0010081092410747338,,0.2263417865449866,0.119316051101073,0.4286110238422717,0.056693819405313296,,,0.04958073377980437,0.035932119899466826,0.0416113726503667,0.018115250088624493,1.0,-0.06172125421449941,0.15589883865404236,-0.07069798335985947,-0.14062609114436503,-0.05913603829253403,0.013424292763195404,-0.02674827832440538,,,0.0494137778529239,0.07176420038542643,0.029613091693663978,-0.11425636888548103,-0.0070026735965228685,0.0037107620879689124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cerebellum_7b_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.008819254288411843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0024469019854998332,,-0.001184018348375326,0.11112457247309464,-0.05603649664207308,0.37021659106828,,,0.06411980214964563,-0.007560223855376799,0.1081590584843666,-0.005506788848399778,-0.06172125421449941,1.0,0.22692153530922807,0.09829358754267342,0.2227816888680165,0.015308994546247364,0.0958541016855974,-0.05286201644860331,,,-0.050736470317346336,-0.060978630218659687,0.017385599446422723,0.0930252480972722,-0.04607599641798726,-0.01516764663696327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cerebellum_8_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03570207252449766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01838929671558302,,0.08121594142420174,0.09136543327178136,-0.06892080413919294,0.1091643068044344,,,-0.05433399575109528,0.014397728930811047,0.10062316647685228,0.0009748950272546142,0.15589883865404236,0.22692153530922807,1.0,0.011394747835770904,0.32594643996231976,0.08001645839424167,-0.04490026761603284,-0.10782263018202763,,,-0.03957339850205847,-0.03244615996444433,-0.02494488995750627,0.061925610461835603,-0.015166264420820863,0.03446324707085773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cerebellum_8_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1831710112578169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02238246764879777,,-0.215504684049967,-0.3602656878392232,-0.02074270858643194,-0.18538128631661704,,,-0.048776755682050456,-0.021209425684702406,-0.22279145218508264,-0.01129564266275339,-0.07069798335985947,0.09829358754267342,0.011394747835770904,1.0,0.3611279967819456,0.7122076421177983,0.17909831826422173,0.12270207235025815,,,0.05196591170007001,-0.042775896425953364,0.11127726933019624,0.2641651121885094,0.3494016736299648,-0.12656344368750608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cerebellum_9_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.14293281658715168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.021135528266409374,,-0.11280274826231383,-0.08714232233070325,-0.07767516221957603,-0.0096549620154312,,,-0.05848798304124123,0.010638251414311859,-0.03526079003206588,-0.08953077196201456,-0.14062609114436503,0.2227816888680165,0.32594643996231976,0.3611279967819456,1.0,0.47351045699802286,0.13549024474238838,-0.024059175917929925,,,-0.057613227247341844,0.00956728166871467,0.07029206204946141,0.15943175688452774,0.13122483655392417,0.019106606963848017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cerebellum_9_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.21286591576104302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.10280502695807106,,-0.23190586858247184,-0.3810502382103093,-0.006615300456719265,-0.17222908777823354,,,-0.07529099048662298,-0.07262775420411827,-0.18247348930206372,-0.02546455530580747,-0.05913603829253403,0.015308994546247364,0.08001645839424167,0.7122076421177983,0.47351045699802286,1.0,0.20218605408037682,0.002512651419701748,,,0.044018027014566266,-0.046814132426260695,0.08015872606301794,0.19637903354052036,0.3732059401849228,0.010440135978966215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cerebellum_10_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05535863871965436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001963886609808084,,-0.03379613743279905,-0.1253692978709157,0.09341547129251053,-0.039599802353231704,,,0.11780916347017341,-0.07263640789963809,0.010001273458132332,0.07775668877296693,0.013424292763195404,0.0958541016855974,-0.04490026761603284,0.17909831826422173,0.13549024474238838,0.20218605408037682,1.0,-0.03357344551862255,,,-0.13332119057606534,-0.10689078278185414,0.01529887927472446,-0.11265076919103845,-0.017651661615471936,-0.11391655413573593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cerebellum_10_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.028209289540011635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07105143545935257,,-0.06604466076145037,-0.06261566855391218,0.027350541076927214,-0.051751035190505126,,,-0.09178552498642094,0.15535978149470311,-0.05594673139413533,0.03160841244346681,-0.02674827832440538,-0.05286201644860331,-0.10782263018202763,0.12270207235025815,-0.024059175917929925,0.002512651419701748,-0.03357344551862255,1.0,,,-0.04773562873775642,-0.09372778677254863,-0.048685469122804984,-0.0035293602780547026,0.0778975395944921,-0.04078364600241199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermis_1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
