,Precentral_L,Precentral_R,Frontal_Sup_2_L,Frontal_Sup_2_R,Frontal_Mid_2_L,Frontal_Mid_2_R,Frontal_Inf_Oper_L,Frontal_Inf_Oper_R,Frontal_Inf_Tri_L,Frontal_Inf_Tri_R,Frontal_Inf_Orb_2_L,Frontal_Inf_Orb_2_R,Rolandic_Oper_L,Rolandic_Oper_R,Supp_Motor_Area_L,Supp_Motor_Area_R,Olfactory_L,Olfactory_R,Frontal_Sup_Medial_L,Frontal_Sup_Medial_R,Frontal_Med_Orb_L,Frontal_Med_Orb_R,Rectus_L,Rectus_R,OFCmed_L,OFCmed_R,OFCant_L,OFCant_R,OFCpost_L,OFCpost_R,OFClat_L,OFClat_R,Insula_L,Insula_R,Cingulate_Mid_L,Cingulate_Mid_R,Cingulate_Post_L,Cingulate_Post_R,Hippocampus_L,Hippocampus_R,ParaHippocampal_L,ParaHippocampal_R,Amygdala_L,Amygdala_R,Calcarine_L,Calcarine_R,Cuneus_L,Cuneus_R,Lingual_L,Lingual_R,Occipital_Sup_L,Occipital_Sup_R,Occipital_Mid_L,Occipital_Mid_R,Occipital_Inf_L,Occipital_Inf_R,Fusiform_L,Fusiform_R,Postcentral_L,Postcentral_R,Parietal_Sup_L,Parietal_Sup_R,Parietal_Inf_L,Parietal_Inf_R,SupraMarginal_L,SupraMarginal_R,Angular_L,Angular_R,Precuneus_L,Precuneus_R,Paracentral_Lobule_L,Paracentral_Lobule_R,Caudate_L,Caudate_R,Putamen_L,Putamen_R,Pallidum_L,Pallidum_R,Heschl_L,Heschl_R,Temporal_Sup_L,Temporal_Sup_R,Temporal_Pole_Sup_L,Temporal_Pole_Sup_R,Temporal_Mid_L,Temporal_Mid_R,Temporal_Pole_Mid_L,Temporal_Pole_Mid_R,Temporal_Inf_L,Temporal_Inf_R,Cerebellum_Crus1_L,Cerebellum_Crus1_R,Cerebellum_Crus2_L,Cerebellum_Crus2_R,Cerebellum_3_L,Cerebellum_3_R,Cerebellum_4_5_L,Cerebellum_4_5_R,Cerebellum_6_L,Cerebellum_6_R,Cerebellum_7b_L,Cerebellum_7b_R,Cerebellum_8_L,Cerebellum_8_R,Cerebellum_9_L,Cerebellum_9_R,Cerebellum_10_L,Cerebellum_10_R,Vermis_1_2,Vermis_3,Vermis_4_5,Vermis_6,Vermis_7,Vermis_8,Vermis_9,Vermis_10,Thal_AV_L,Thal_AV_R,Thal_LP_L,Thal_LP_R,Thal_VA_L,Thal_VA_R,Thal_VL_L,Thal_VL_R,Thal_VPL_L,Thal_VPL_R,Thal_IL_L,Thal_IL_R,Thal_Re_L,Thal_Re_R,Thal_MDm_L,Thal_MDm_R,Thal_MDl_L,Thal_MDl_R,Thal_LGN_L,Thal_LGN_R,Thal_MGN_L,Thal_MGN_R,Thal_PuI_L,Thal_PuI_R,Thal_PuM_L,Thal_PuM_R,Thal_PuA_L,Thal_PuA_R,Thal_PuL_L,Thal_PuL_R,ACC_sub_L,ACC_sub_R,ACC_pre_L,ACC_pre_R,ACC_sup_L,ACC_sup_R,N_Acc_L,N_Acc_R,VTA_L,VTA_R,SN_pc_L,SN_pc_R,SN_pr_L,SN_pr_R,Red_N_L,Red_N_R,LC_L,LC_R,Raphe_D,Raphe_M
Cerebellum_Crus1_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13728998789193503,0.2881090952540509,0.357470629153938,,-0.0552820121235816,,,,,,0.09818981303897563,,,,,0.2304448298739838,0.1791785163910969,-0.1525523146650573,0.5659472564530279,,,,,,,,,,,,,,,,,,,,,,,,,-0.4631929748547041,0.06992915482608461,0.058827104131346675,0.03645774222350858,-0.714480544651249,0.21721223652840052,0.27667958815688365,0.34601001572244705,0.758415805571155,1.0,0.8635394222619989,0.8842156246509281,0.37880562463241474,0.3239846642693601,0.6540150077978724,0.5441972874534522,0.6560662099591876,0.7384952180000016,0.8143634770376802,0.805699773682366,0.6943064780960961,0.8529074399865255,0.7685172917172858,0.8638602363733834,0.03215358391567698,0.5193911471949301,0.48267195928014506,0.457571715722607,-0.0935531058463378,0.31347765185033466,0.840545049127661,0.8422629565503498,0.8839338734331198,0.8547583980227165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2723629250355309,0.15311523929792126,,-0.02791579422034264
Cerebellum_Crus2_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16266453196406444,0.3102173083782696,0.37384796105951684,,-0.029375844166645133,,,,,,0.08081568467286109,,,,,0.27643713745254506,0.20438487358143506,-0.12502551551218752,0.6135656840206488,,,,,,,,,,,,,,,,,,,,,,,,,-0.47286434118335935,0.057839771822379156,0.007478285156657725,-0.004294716636668728,-0.6986043221841668,0.25675430596989635,0.29564249798080283,0.34965100499793933,0.7792558874952137,0.8635394222619989,1.0,0.9036777762141922,0.4213098539271656,0.31842084598253817,0.6597810032444312,0.5329027243661822,0.6610162438947276,0.6954944540408656,0.9153904384518549,0.8256815990328703,0.791726747131913,0.892379685399057,0.7901859624167392,0.9105206717682883,0.09291983438828541,0.49087167851039437,0.4605721025675004,0.45876035696849604,-0.128842862474204,0.30568991103845367,0.8305346000123943,0.8861881636507194,0.9058066613950875,0.8405006282234677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.272711159533073,0.18508737217152313,,-0.018045260672078227
Cerebellum_Crus2_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1848591025619387,0.4068126344613296,0.35975857903547903,,-0.00353983847629336,,,,,,0.049301518913004556,,,,,0.2591275173077141,0.1794996083926369,-0.18361842887175756,0.5099068584092622,,,,,,,,,,,,,,,,,,,,,,,,,-0.3724902352113443,0.08327955287413451,0.06954902415132995,0.0313044858104135,-0.6279309734645485,0.24445586583911838,0.18756246908645255,0.28885540750513794,0.732232031124408,0.8842156246509281,0.9036777762141922,1.0,0.399856287936419,0.30765535120957754,0.6485033182573181,0.523135841437294,0.5939664818057789,0.6650738787605569,0.8711256827766811,0.9558525529555157,0.7465999659455508,0.8992064548984495,0.8640713660850405,0.8982300478049108,-0.03312998700154477,0.45263457604058915,0.4377428883074199,0.4457391495305526,-0.13946360005563666,0.28154294214612097,0.840355023603221,0.8775595256892936,0.9098385059947053,0.8305297907210326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2186285643375664,0.11109411903175305,,-0.030459116672866143
Cerebellum_3_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1095510195155537,0.0684169829471295,0.23043526478340304,,0.03968437160555118,,,,,,0.06405013488245455,,,,,0.20761242869260105,0.10885911098193919,0.03357572953456687,0.37411782507307556,,,,,,,,,,,,,,,,,,,,,,,,,-0.20474170494392344,0.033511829479312916,-0.05322946361507301,-0.07819527715075338,-0.28850246568969024,0.15018755386437382,0.18064753365210012,0.25968148907512584,0.3615761840009639,0.37880562463241474,0.4213098539271656,0.399856287936419,1.0,0.22090339605469822,0.45010493198507356,0.25390119688300494,0.3825302393299754,0.3431266679662874,0.400197209832111,0.3550719912255738,0.3541358092971252,0.41351608457606703,0.30753517753224513,0.41513954497227223,0.07821755080262813,0.2618210250249137,0.2839643561949054,0.3057859986696835,0.025801702812015093,0.20393876220405185,0.3624450522162254,0.40841142153605914,0.41107096598603765,0.4268315691793256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31252983869864676,0.16951182914145851,,0.061238976227653646
Cerebellum_3_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02916407510417217,0.017734077480039082,0.19966121031852593,,0.08749259873620452,,,,,,0.1354627965509656,,,,,0.03552503497873071,0.11138812156901629,0.025487808702303928,0.3234865972607092,,,,,,,,,,,,,,,,,,,,,,,,,-0.19469186038900274,0.12062481758108073,-0.037205330714291975,0.03686142913214191,-0.3129944171875569,0.07513397684240118,0.26019274379896573,0.23092168516828232,0.35058343095503597,0.3239846642693601,0.31842084598253817,0.30765535120957754,0.22090339605469822,1.0,0.3053693745872998,0.44546765683479195,0.3872165040685145,0.3289594992907235,0.2989851702878136,0.2703969984143474,0.2627365771932594,0.35494767468107186,0.21198794173817942,0.3204912142885032,0.17429716380010135,0.2146401631492195,0.2560510227400638,0.2335709839885803,-0.04716847841640327,0.13467117628387817,0.32126541376773693,0.34906730976902345,0.35807393268099824,0.3559311393043436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1806099645799577,0.22807233271874808,,0.09192702730609245
Cerebellum_4_5_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22868671868103158,0.24341518578452062,0.3592239476703841,,0.03738871657405143,,,,,,0.11888127781390244,,,,,0.22418102929950912,0.16416673939759868,0.13404475040934885,0.6166254775410205,,,,,,,,,,,,,,,,,,,,,,,,,-0.3992424356033575,0.04520875479200704,0.07064811951218711,0.07177940131387586,-0.5224166593670642,0.15224985136887875,0.4602401331383397,0.3818137760352397,0.6549815774576898,0.6540150077978724,0.6597810032444312,0.6485033182573181,0.45010493198507356,0.3053693745872998,1.0,0.4605478880113565,0.7040680229308266,0.5620905425993886,0.5865307529013319,0.5794078930197281,0.5267461322246433,0.6865527452148442,0.5565826573835877,0.6853869981980293,0.21952440576021695,0.4009393907870066,0.4438596996796139,0.39863090891872127,-0.05533944080874552,0.2948111349056845,0.6658899363033074,0.6990480017447431,0.7154407902734744,0.7256820727759068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29381987415739524,0.18138555842834697,,0.055521528037206586
Cerebellum_4_5_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08849451900775394,0.0775290249302788,0.3186583205167394,,0.06801477703279254,,,,,,0.1317087645501124,,,,,0.22160445775099616,0.14715133524249457,-0.034146101253325095,0.5044203336993184,,,,,,,,,,,,,,,,,,,,,,,,,-0.3200369022233133,0.07377476016721328,0.056643660255728416,0.016207244941408717,-0.5055922105719707,0.10212791216198386,0.32631802807174326,0.34612273559464235,0.5208802963652587,0.5441972874534522,0.5329027243661822,0.523135841437294,0.25390119688300494,0.44546765683479195,0.4605478880113565,1.0,0.5551234450146263,0.5655283159707426,0.5142958063457207,0.48987502444016173,0.45918629200394234,0.5688575798667851,0.42687416988102955,0.5502765999923238,0.14581558919065296,0.42001529047113867,0.39266182853387,0.3811902273219433,-0.02913099239395143,0.23472675453794015,0.561717358857084,0.5425843909161943,0.5738979024915066,0.5693346430965628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24980157658931296,0.15148569559250127,,-0.003075009814521414
Cerebellum_6_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20800920925757682,0.05433983953372289,0.3536859743053899,,0.07947461131895264,,,,,,0.12941831818925714,,,,,0.2338773533822306,0.20146151460056436,0.08946702960302928,0.6454711191684485,,,,,,,,,,,,,,,,,,,,,,,,,-0.4840233744576567,0.11602384577887294,0.05720370423455502,0.034353790886892166,-0.6389024774974403,0.11021109748411438,0.5542155863877111,0.3966926795452912,0.7716399687066576,0.6560662099591876,0.6610162438947276,0.5939664818057789,0.3825302393299754,0.3872165040685145,0.7040680229308266,0.5551234450146263,1.0,0.6522164899431301,0.5638770677052806,0.5143306022549214,0.5280308630215401,0.6877616045492723,0.4769056989193058,0.6298630867699472,0.27725749252903825,0.39186420856771803,0.4040389753272198,0.3869095185444887,-0.048025575300251644,0.33615390664760286,0.6711428923840248,0.677843641940175,0.6983544057472197,0.722719757186861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3046426825665027,0.2020541665270599,,0.01963242296516317
Cerebellum_6_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13694879069645297,0.19006544297012215,0.3351491104398956,,0.04977237299144178,,,,,,0.25989921944376565,,,,,0.18814806461929695,0.22959800144369713,0.0034847575335288186,0.6197285315125788,,,,,,,,,,,,,,,,,,,,,,,,,-0.4068127985980401,0.09080596018745928,0.018964324275601303,0.00046204203610654025,-0.5910839832529895,0.20452542336410626,0.36967038246199624,0.3857960235058564,0.6656904536485231,0.7384952180000016,0.6954944540408656,0.6650738787605569,0.3431266679662874,0.3289594992907235,0.5620905425993886,0.5655283159707426,0.6522164899431301,1.0,0.6588535369623957,0.5984808288499828,0.58957503376959,0.7017047143726892,0.5689899256137988,0.6836684973857524,0.12838720772412887,0.4714906377509135,0.40352901147096054,0.3994451771017365,-0.08238727596944723,0.33850560786801015,0.7046082530753511,0.7004621426631705,0.7153806068370022,0.7287576327508671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2981949460157221,0.19625317801556544,,0.012280239098137158
Cerebellum_7b_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1414931883425511,0.23610920340537167,0.3527508043692132,,-0.03548170546402333,,,,,,0.06698921396287139,,,,,0.22679091927674347,0.17210077570050514,-0.2555166429797874,0.521696198146099,,,,,,,,,,,,,,,,,,,,,,,,,-0.4523070609251043,0.04271909467423545,-0.019890086264612493,-0.026252539442529928,-0.7042477238845982,0.27579163252658,0.149222336511783,0.2713944736141205,0.6968238986266739,0.8143634770376802,0.9153904384518549,0.8711256827766811,0.400197209832111,0.2989851702878136,0.5865307529013319,0.5142958063457207,0.5638770677052806,0.6588535369623957,1.0,0.8151728746396807,0.8277410316109896,0.8415825691160388,0.7831423865169086,0.8673708598656037,-0.012005484274129723,0.5234008227004181,0.4291772206351122,0.41650274545246163,-0.10817010814095247,0.2982959117966246,0.7771337997270019,0.8262034149212376,0.8463894208540751,0.7663038602179051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2239927207936049,0.12465708536970214,,-0.00386341133006289
Cerebellum_7b_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18497882233941143,0.4352314629730787,0.3387683123783545,,0.009796873932312973,,,,,,0.011892202530249567,,,,,0.24477130199493022,0.1552303183343063,-0.21375417000943878,0.4171155798724647,,,,,,,,,,,,,,,,,,,,,,,,,-0.2682184165682325,0.05844351609545461,0.07727550870793795,0.03569503596453047,-0.5368124991990634,0.2131496223889108,0.11190189801110434,0.2158059757206936,0.6467332763814416,0.805699773682366,0.8256815990328703,0.9558525529555157,0.3550719912255738,0.2703969984143474,0.5794078930197281,0.48987502444016173,0.5143306022549214,0.5984808288499828,0.8151728746396807,1.0,0.6843771205231826,0.836397894030087,0.859644046342761,0.8173578525982652,-0.10872631721082342,0.404371688195528,0.39073489774683673,0.38915077146780075,-0.11650942057388076,0.24116740520176194,0.7694894848057152,0.7941904436175065,0.8360138296889517,0.7606546652998218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14871816919017128,0.05046748730369684,,-0.03977858855047148
Cerebellum_8_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1895338438626318,0.048005065118176454,0.334741411392108,,0.016919111426958535,,,,,,0.08996602103334525,,,,,0.21292461529375467,0.15887625124462681,-0.1744493066541157,0.6265880587550496,,,,,,,,,,,,,,,,,,,,,,,,,-0.6219762832096556,0.04129503453107164,-0.10442138026914802,0.005997795993461241,-0.7075341744804253,0.34395032518806457,0.2313899859182669,0.30137955609730815,0.7025663352723235,0.6943064780960961,0.791726747131913,0.7465999659455508,0.3541358092971252,0.2627365771932594,0.5267461322246433,0.45918629200394234,0.5280308630215401,0.58957503376959,0.8277410316109896,0.6843771205231826,1.0,0.8495302269216801,0.7776832491382725,0.831388496311293,0.2319198879204208,0.5633677855791915,0.31436572763852044,0.34727201515114253,-0.10102092721829452,0.23687601151158483,0.6550129008967738,0.7730327954409931,0.7701072268691427,0.6485263574921247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23853217127980617,0.11512388381963355,,0.05310543307458021
Cerebellum_8_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2085176744452226,0.24426718126273475,0.40036016771899957,,-0.0012827219097020196,,,,,,0.09968525058413885,,,,,0.2598003189252978,0.1963913218170859,-0.011897975434066144,0.6846088424559705,,,,,,,,,,,,,,,,,,,,,,,,,-0.5959588814585425,0.0989860377823728,-0.015327467994793864,0.042815483055178384,-0.7335867700011306,0.2510510269970628,0.39028053687074993,0.37438497794929393,0.8092541428717046,0.8529074399865255,0.892379685399057,0.8992064548984495,0.41351608457606703,0.35494767468107186,0.6865527452148442,0.5688575798667851,0.6877616045492723,0.7017047143726892,0.8415825691160388,0.836397894030087,0.8495302269216801,1.0,0.8093213125403685,0.929459305323192,0.28929623685321354,0.5517747940226813,0.4215163909203524,0.4526318735824648,-0.11121756927182176,0.28131029635026455,0.8327308930826419,0.8999822085380706,0.9194835485268159,0.834646930143241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3002974517157413,0.14300453566783425,,0.019575688530565048
Cerebellum_9_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19327867630500503,0.3914384042058859,0.3511281799354556,,-0.00928783130816008,,,,,,0.016252878269487996,,,,,0.2603000523204447,0.13573008892613994,-0.16627506470592657,0.43955710290404937,,,,,,,,,,,,,,,,,,,,,,,,,-0.3532683372192372,0.06324787956622173,0.040684105586011786,0.04583405699219581,-0.5303870570739052,0.2386055309989843,0.12957854918073267,0.21379789810163566,0.6460830565209311,0.7685172917172858,0.7901859624167392,0.8640713660850405,0.30753517753224513,0.21198794173817942,0.5565826573835877,0.42687416988102955,0.4769056989193058,0.5689899256137988,0.7831423865169086,0.859644046342761,0.7776832491382725,0.8093213125403685,1.0,0.8332454432043155,-0.020192157354422435,0.5398522748805038,0.35284234036633405,0.36346825458368504,-0.10703451335725747,0.21899810520035773,0.7275257756044436,0.7513497166517543,0.7995706448039592,0.7084372223590362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18439443769764022,0.07059902508553915,,0.020312931396662886
Cerebellum_9_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1659184708041919,0.3461153534968256,0.3953464196699295,,-0.05366477744882328,,,,,,0.0653435035733331,,,,,0.2789695836721351,0.1531816291900639,-0.0853106232534446,0.635682250093533,,,,,,,,,,,,,,,,,,,,,,,,,-0.5140886612535308,0.05683973073879577,0.01570203369851694,0.050442167176947016,-0.6742669824665174,0.30561504953136526,0.31749400094066155,0.3772406042752128,0.7638407864123061,0.8638602363733834,0.9105206717682883,0.8982300478049108,0.41513954497227223,0.3204912142885032,0.6853869981980293,0.5502765999923238,0.6298630867699472,0.6836684973857524,0.8673708598656037,0.8173578525982652,0.831388496311293,0.929459305323192,0.8332454432043155,1.0,0.14590709811932642,0.578660779116368,0.46939474867912406,0.47387912932570386,-0.1563587510353651,0.2561636962777654,0.8481882382692103,0.9025739388959734,0.9180390532845111,0.8427773582750758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27356578866760095,0.1836944266840633,,-0.013724038505889076
Cerebellum_10_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06053652379027211,-0.20143897985213927,0.10091752759941185,,0.025660953479775078,,,,,,0.09304140912537673,,,,,-0.02786369953587682,0.13493089323327204,0.54199572743943,0.48751020518166255,,,,,,,,,,,,,,,,,,,,,,,,,-0.3564882314112063,0.044710320239700486,-0.15636461376458977,0.013074397843068995,-0.14668409471482724,0.011775300712560628,0.5771407073907812,0.2205627996677407,0.28403258491976835,0.03215358391567698,0.09291983438828541,-0.03312998700154477,0.07821755080262813,0.17429716380010135,0.21952440576021695,0.14581558919065296,0.27725749252903825,0.12838720772412887,-0.012005484274129723,-0.10872631721082342,0.2319198879204208,0.28929623685321354,-0.020192157354422435,0.14590709811932642,1.0,0.1824630568785745,-0.029724988662506426,0.04282355382229376,0.0065689608152363944,0.004435348013588186,0.06121718811445649,0.14135959947349214,0.12243938668054041,0.1067485318332815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2207131028416408,0.08537649916518177,,0.08340113244731173
Cerebellum_10_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03501568762754933,0.007768458368106829,0.239328270744057,,-0.048572844349020046,,,,,,0.013993300871812617,,,,,0.14688956261126287,0.05613520540818068,-0.1458882389415501,0.41772150138823094,,,,,,,,,,,,,,,,,,,,,,,,,-0.4600665060454012,0.05207847032325946,-0.09172040776957448,0.05559830675145666,-0.5466825666147338,0.1902595894479741,0.23924077610050662,0.201060899163249,0.46616928483934,0.5193911471949301,0.49087167851039437,0.45263457604058915,0.2618210250249137,0.2146401631492195,0.4009393907870066,0.42001529047113867,0.39186420856771803,0.4714906377509135,0.5234008227004181,0.404371688195528,0.5633677855791915,0.5517747940226813,0.5398522748805038,0.578660779116368,0.1824630568785745,1.0,0.297129495515186,0.25011525237541077,-0.08779589846365149,0.20976690630443817,0.5562673541123546,0.4784553983524999,0.5100489759996669,0.4913470844125302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2642892869526453,0.0668219716774131,,-0.021171240299352856
Vermis_1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15711361745708355,0.1947441968409227,0.1821132818076109,,-0.01867758030915597,,,,,,0.048150261800026684,,,,,0.12992543461840156,0.01932477652795777,-0.031970233069387004,0.3706111517803382,,,,,,,,,,,,,,,,,,,,,,,,,-0.22399278483677604,0.045399824246598094,0.12675001726531887,0.021794395518015302,-0.3524945267391165,0.18065319752162676,0.20165046150154534,0.26541358006568644,0.3790677932422574,0.48267195928014506,0.4605721025675004,0.4377428883074199,0.2839643561949054,0.2560510227400638,0.4438596996796139,0.39266182853387,0.4040389753272198,0.40352901147096054,0.4291772206351122,0.39073489774683673,0.31436572763852044,0.4215163909203524,0.35284234036633405,0.46939474867912406,-0.029724988662506426,0.297129495515186,1.0,0.7111547860463293,0.1016447857317317,0.19145217321399874,0.4800762358194256,0.44567486189156,0.47984861725688666,0.5874929212840246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12148541880035432,0.20281841701717213,,-0.08203221637143242
Vermis_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07905640689705118,0.1693527994220232,0.23536125300374752,,-0.013548013270184879,,,,,,0.0886644457702978,,,,,0.18269521448692472,0.08181878528125662,0.03267715987208317,0.3987728172111661,,,,,,,,,,,,,,,,,,,,,,,,,-0.26535415098880366,0.06513937097210806,0.11821964872480517,0.04532215428631679,-0.35453752717357745,0.14941384342159633,0.2327267311307903,0.21046738409016197,0.3805892034554042,0.457571715722607,0.45876035696849604,0.4457391495305526,0.3057859986696835,0.2335709839885803,0.39863090891872127,0.3811902273219433,0.3869095185444887,0.3994451771017365,0.41650274545246163,0.38915077146780075,0.34727201515114253,0.4526318735824648,0.36346825458368504,0.47387912932570386,0.04282355382229376,0.25011525237541077,0.7111547860463293,1.0,0.1993329731487753,0.18001815342834945,0.4728645143983846,0.46432507621895974,0.5027263725508792,0.6063739011444836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14976113286907997,0.19326391470670237,,-0.0650479050798016
Vermis_4_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04329081040386508,-0.04815062292955709,-0.03348850408208398,,0.021931562694511672,,,,,,-0.0062768181690830566,,,,,-0.02566429495426382,-0.15291575530180382,0.02881852709080878,-0.02083012281416546,,,,,,,,,,,,,,,,,,,,,,,,,0.019833434110255364,-0.022463946570319252,0.015471988463090136,0.10593869936743046,0.07032711040641652,-0.021592756187184765,-0.08726946697635056,-0.03802624100316984,-0.09436837110622684,-0.0935531058463378,-0.128842862474204,-0.13946360005563666,0.025801702812015093,-0.04716847841640327,-0.05533944080874552,-0.02913099239395143,-0.048025575300251644,-0.08238727596944723,-0.10817010814095247,-0.11650942057388076,-0.10102092721829452,-0.11121756927182176,-0.10703451335725747,-0.1563587510353651,0.0065689608152363944,-0.08779589846365149,0.1016447857317317,0.1993329731487753,1.0,0.18309770315808938,-0.10261751573476284,-0.07475161669684946,-0.07096770125098095,-0.04562737027118005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03967206690978559,-0.05747937590766425,,0.044581653776448654
Vermis_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08362615766725418,0.04575374401312334,0.2237871390936039,,0.03002465597767817,,,,,,0.10505012082641696,,,,,0.11819629011635191,0.1262518147104661,-0.006651085418878732,0.3137026618441806,,,,,,,,,,,,,,,,,,,,,,,,,-0.17061620201166555,0.038729742849822245,0.04328591692576134,-0.009803374795727963,-0.28589235719407985,0.13323862993365373,0.18279721728076992,0.20807842736978813,0.31706561920182424,0.31347765185033466,0.30568991103845367,0.28154294214612097,0.20393876220405185,0.13467117628387817,0.2948111349056845,0.23472675453794015,0.33615390664760286,0.33850560786801015,0.2982959117966246,0.24116740520176194,0.23687601151158483,0.28131029635026455,0.21899810520035773,0.2561636962777654,0.004435348013588186,0.20976690630443817,0.19145217321399874,0.18001815342834945,0.18309770315808938,1.0,0.45387232815933604,0.3241871505807453,0.31028486882504935,0.3251978484002039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1297044521540964,-0.00822471755134932,,0.04639618565138809
Vermis_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13026792062994358,0.2784682909294523,0.40475933206241277,,-0.0203207153212299,,,,,,0.08920264523169809,,,,,0.23838466565031913,0.20276423850134231,-0.10102587527193142,0.5889220313377352,,,,,,,,,,,,,,,,,,,,,,,,,-0.4580588897446906,0.11846083207761758,0.07662162264353972,0.035311370841683065,-0.6919607352444884,0.23508526463887852,0.3341464794998625,0.34112367283643386,0.7306169105666263,0.840545049127661,0.8305346000123943,0.840355023603221,0.3624450522162254,0.32126541376773693,0.6658899363033074,0.561717358857084,0.6711428923840248,0.7046082530753511,0.7771337997270019,0.7694894848057152,0.6550129008967738,0.8327308930826419,0.7275257756044436,0.8481882382692103,0.06121718811445649,0.5562673541123546,0.4800762358194256,0.4728645143983846,-0.10261751573476284,0.45387232815933604,1.0,0.847797869003597,0.8610150402003797,0.8444638766200663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2888783983607439,0.13748847514122714,,-0.00873505674126258
